digestive system,digestive system process,GO:0022602,secretion,secretion,GO:0046903,gastric secretion,gastric acid secretion,GO:0001696,acid secretion and its control,regulation of gastric acid secretion,GO:0060453,,,,,,,,,,,,,,Somatostatin restrains parietal cell acid secretion,cell,stomach,stomach,UBERON:0000945,parietal cell,parietal cell,CL:0000162,somatostatin,,,decreases,X secretion,gastric acid,,,,,,,,,,,minutes,paracrine,intra-organ,gastric pH,pH of Gastric fluid,LOINC:2749-0,serum gastrin,Gastrin [Mass/volume] in Serum or Plasma,LOINC:2333-3,serum histamine,Histamine [Mass/volume] in Serum or Plasma,LOINC:2416-6,,,,vagal parasympathetic input,,,gastrin,,,histamine,,,somatostatin,somatostatin secretion,GO:0070253,Yamada's Textbook of Gastroenterology,ISBN 9781119600206,17,,,,,,,,,,,,,,,,,,,,,,,
digestive system,digestive system process,GO:0022602,secretion,secretion,GO:0046903,gastric secretion,gastric acid secretion,GO:0001696,acid secretion and its control,regulation of gastric acid secretion,GO:0060453,,,,,,,,,,,,,,Prostaglandin E2 inhibits acid secretion while promoting mucosal defense,cell,stomach,stomach,UBERON:0000945,parietal cell,parietal cell,CL:0000162,prostaglandin E2,,,decreases,X secretion,gastric acid,,,,,,,,,,,minutes,paracrine,intra-organ,gastric pH,pH of Gastric fluid,LOINC:2749-0,serum gastrin,Gastrin [Mass/volume] in Serum or Plasma,LOINC:2333-3,serum histamine,Histamine [Mass/volume] in Serum or Plasma,LOINC:2416-6,,,,vagal parasympathetic input,,,gastrin,,,histamine,,,somatostatin,somatostatin secretion,GO:0070253,Yamada's Textbook of Gastroenterology,ISBN 9781119600206,17,,,,,,,,,,,,,,,,,,,,,,,
digestive system,digestive system process,GO:0022602,secretion,secretion,GO:0046903,gastric secretion,gastric acid secretion,GO:0001696,acid secretion and its control,regulation of gastric acid secretion,GO:0060453,,,,,,,,,,,,,,Parietal cells secrete intrinsic factor alongside acid,cell,stomach,stomach,UBERON:0000945,parietal cell,parietal cell,CL:0000162,,,,does,X secretion,intrinsic factor,,,,,,,,,,the only indispensable gastric secretion; required for ileal vitamin B12 uptake,minutes,,intra-organ,serum vitamin B12,,,intrinsic factor antibody,,,,,,,,,vagal parasympathetic input,,,gastrin,,,histamine,,,somatostatin,somatostatin secretion,GO:0070253,Yamada's Textbook of Gastroenterology,ISBN 9781119600206,17,,,,,,,,,,,,,,,,,,,,,,,
digestive system,digestive system process,GO:0022602,secretion,secretion,GO:0046903,gastric secretion,gastric acid secretion,GO:0001696,acid secretion and its control,regulation of gastric acid secretion,GO:0060453,,,,,,,,,,,,,,Enterochromaffin-like cells release histamine into the gastric gland interstitium,cell,stomach,stomach,UBERON:0000945,ECL cell,type ECL enteroendocrine cell,CL:0002273,,,,does,X secretion,histamine,,,,,,,,,,,seconds-minutes,,paracrine,gastric pH,pH of Gastric fluid,LOINC:2749-0,serum gastrin,Gastrin [Mass/volume] in Serum or Plasma,LOINC:2333-3,serum histamine,Histamine [Mass/volume] in Serum or Plasma,LOINC:2416-6,,,,vagal parasympathetic input,,,gastrin,,,histamine,,,somatostatin,somatostatin secretion,GO:0070253,Yamada's Textbook of Gastroenterology,ISBN 9781119600206,17,,,,,,,,,,,,,,,,,,,,,,,
digestive system,digestive system process,GO:0022602,secretion,secretion,GO:0046903,gastric secretion,gastric acid secretion,GO:0001696,acid secretion and its control,regulation of gastric acid secretion,GO:0060453,,,,,,,,,,,,,,Gastrin drives ECL histamine synthesis and release,cell,stomach,stomach,UBERON:0000945,ECL cell,type ECL enteroendocrine cell,CL:0002273,gastrin,,,increases,X secretion,histamine,,,,,,,,,,chronic hypergastrinaemia produces ECL hyperplasia,minutes,circulatory,paracrine,gastric pH,pH of Gastric fluid,LOINC:2749-0,serum gastrin,Gastrin [Mass/volume] in Serum or Plasma,LOINC:2333-3,serum histamine,Histamine [Mass/volume] in Serum or Plasma,LOINC:2416-6,,,,vagal parasympathetic input,,,gastrin,,,histamine,,,somatostatin,somatostatin secretion,GO:0070253,Yamada's Textbook of Gastroenterology,ISBN 9781119600206,17,,,,,,,,,,,,,,,,,,,,,,,
digestive system,digestive system process,GO:0022602,secretion,secretion,GO:0046903,gastric secretion,gastric acid secretion,GO:0001696,acid secretion and its control,regulation of gastric acid secretion,GO:0060453,,,,,,,,,,,,,,Somatostatin suppresses ECL histamine release,cell,stomach,stomach,UBERON:0000945,ECL cell,type ECL enteroendocrine cell,CL:0002273,somatostatin,,,decreases,X secretion,histamine,,,,,,,,,,,minutes,paracrine,paracrine,gastric pH,pH of Gastric fluid,LOINC:2749-0,serum gastrin,Gastrin [Mass/volume] in Serum or Plasma,LOINC:2333-3,serum histamine,Histamine [Mass/volume] in Serum or Plasma,LOINC:2416-6,,,,vagal parasympathetic input,,,gastrin,,,histamine,,,somatostatin,somatostatin secretion,GO:0070253,Yamada's Textbook of Gastroenterology,ISBN 9781119600206,17,,,,,,,,,,,,,,,,,,,,,,,
digestive system,digestive system process,GO:0022602,secretion,secretion,GO:0046903,gastric secretion,gastric acid secretion,GO:0001696,acid secretion and its control,regulation of gastric acid secretion,GO:0060453,,,,,,,,,,,,,,Antral G cells release gastrin into the circulation,cell,gastric antrum,pylorus,UBERON:0001166,G cell,gastrin secreting cell,CL:0000509,,,,does,X secretion,gastrin,,,,,,,,,"[0, 100]",units = pg/mL fasting serum gastrin,minutes,,circulatory,gastric pH,pH of Gastric fluid,LOINC:2749-0,serum gastrin,Gastrin [Mass/volume] in Serum or Plasma,LOINC:2333-3,serum histamine,Histamine [Mass/volume] in Serum or Plasma,LOINC:2416-6,,,,vagal parasympathetic input,,,gastrin,,,histamine,,,somatostatin,somatostatin secretion,GO:0070253,Yamada's Textbook of Gastroenterology,ISBN 9781119600206,17,,,,,,,,,,,,,,,,,,,,,,,
digestive system,digestive system process,GO:0022602,secretion,secretion,GO:0046903,gastric secretion,gastric acid secretion,GO:0001696,acid secretion and its control,regulation of gastric acid secretion,GO:0060453,,,,,,,,,,,,,,Digested protein in the antral lumen stimulates gastrin release,cell,gastric antrum,pylorus,UBERON:0001166,G cell,gastrin secreting cell,CL:0000509,luminal peptides and amino acids,,,increases,X secretion,gastrin,,,,,,,,,,aromatic amino acids are the most potent luminal stimulants,minutes,intra-organ,circulatory,gastric pH,pH of Gastric fluid,LOINC:2749-0,serum gastrin,Gastrin [Mass/volume] in Serum or Plasma,LOINC:2333-3,serum histamine,Histamine [Mass/volume] in Serum or Plasma,LOINC:2416-6,,,,vagal parasympathetic input,,,gastrin,,,histamine,,,somatostatin,somatostatin secretion,GO:0070253,Yamada's Textbook of Gastroenterology,ISBN 9781119600206,17,,,,,,,,,,,,,,,,,,,,,,,
digestive system,digestive system process,GO:0022602,secretion,secretion,GO:0046903,gastric secretion,gastric acid secretion,GO:0001696,acid secretion and its control,regulation of gastric acid secretion,GO:0060453,,,,,,,,,,,,,,Vagal GRP release stimulates G cells during the cephalic phase,cell,gastric antrum,pylorus,UBERON:0001166,G cell,gastrin secreting cell,CL:0000509,gastrin-releasing peptide,,,increases,X secretion,gastrin,,,,,,,,,,,minutes,paracrine,circulatory,gastric pH,pH of Gastric fluid,LOINC:2749-0,serum gastrin,Gastrin [Mass/volume] in Serum or Plasma,LOINC:2333-3,serum histamine,Histamine [Mass/volume] in Serum or Plasma,LOINC:2416-6,,,,vagal parasympathetic input,,,gastrin,,,histamine,,,somatostatin,somatostatin secretion,GO:0070253,Yamada's Textbook of Gastroenterology,ISBN 9781119600206,17,,,,,,,,,,,,,,,,,,,,,,,
digestive system,digestive system process,GO:0022602,secretion,secretion,GO:0046903,gastric secretion,gastric acid secretion,GO:0001696,acid secretion and its control,regulation of gastric acid secretion,GO:0060453,,,,,,,,,,,,,loss of this feedback after acid suppression or in atrophic gastritis produces hypergastrinaemia,Luminal acidification switches off gastrin release,cell,gastric antrum,pylorus,UBERON:0001166,G cell,gastrin secreting cell,CL:0000509,luminal hydrogen ion,,,decreases,X secretion,gastrin,,,,,,,,,,"antral pH below about 3 suppresses gastrin, closing the negative feedback loop",minutes,intra-organ,circulatory,gastric pH,pH of Gastric fluid,LOINC:2749-0,serum gastrin,Gastrin [Mass/volume] in Serum or Plasma,LOINC:2333-3,serum histamine,Histamine [Mass/volume] in Serum or Plasma,LOINC:2416-6,,,,vagal parasympathetic input,,,gastrin,,,histamine,,,somatostatin,somatostatin secretion,GO:0070253,Yamada's Textbook of Gastroenterology,ISBN 9781119600206,17,,,,,,,,,,,,,,,,,,,,,,,
digestive system,digestive system process,GO:0022602,secretion,secretion,GO:0046903,gastric secretion,gastric acid secretion,GO:0001696,acid secretion and its control,regulation of gastric acid secretion,GO:0060453,,,,,,,,,,,,,,Antral D cells release somatostatin onto neighbouring G and parietal cells,cell,gastric antrum,pylorus,UBERON:0001166,D cell,pancreatic D cell,CL:0000173,,,,does,X secretion,somatostatin,,,,,,,,,,,minutes,,paracrine,gastric pH,pH of Gastric fluid,LOINC:2749-0,serum gastrin,Gastrin [Mass/volume] in Serum or Plasma,LOINC:2333-3,serum histamine,Histamine [Mass/volume] in Serum or Plasma,LOINC:2416-6,,,,vagal parasympathetic input,,,gastrin,,,histamine,,,somatostatin,somatostatin secretion,GO:0070253,Yamada's Textbook of Gastroenterology,ISBN 9781119600206,17,,,,,,,,,,,,,,,,,,,,,,,
digestive system,digestive system process,GO:0022602,secretion,secretion,GO:0046903,gastric secretion,gastric acid secretion,GO:0001696,acid secretion and its control,regulation of gastric acid secretion,GO:0060453,,,,,,,,,,,,,,Luminal acid stimulates D cell somatostatin release,cell,gastric antrum,pylorus,UBERON:0001166,D cell,pancreatic D cell,CL:0000173,luminal hydrogen ion,,,increases,X secretion,somatostatin,,,,,,,,,,,minutes,intra-organ,paracrine,gastric pH,pH of Gastric fluid,LOINC:2749-0,serum gastrin,Gastrin [Mass/volume] in Serum or Plasma,LOINC:2333-3,serum histamine,Histamine [Mass/volume] in Serum or Plasma,LOINC:2416-6,,,,vagal parasympathetic input,,,gastrin,,,histamine,,,somatostatin,somatostatin secretion,GO:0070253,Yamada's Textbook of Gastroenterology,ISBN 9781119600206,17,,,,,,,,,,,,,,,,,,,,,,,
digestive system,digestive system process,GO:0022602,secretion,secretion,GO:0046903,gastric secretion,gastric acid secretion,GO:0001696,pepsinogen secretion and activation,protein digestion,GO:0044256,,,,,,,,,,,,,,Chief cells release pepsinogen into the gastric lumen,cell,stomach,stomach,UBERON:0000945,chief cell,peptic cell,CL:0000155,,,,does,X secretion,pepsinogen,,,,,,,,,,,minutes,,intra-organ,gastric pH,pH of Gastric fluid,LOINC:2749-0,serum pepsinogen I to II ratio,,,,,,,,,vagal parasympathetic input,,,gastric acid secretion,gastric acid secretion,GO:0001696,,,,,,,Yamada's Textbook of Gastroenterology,ISBN 9781119600206,"17, 21",,,,,,,,,,,,,,,,,,,,,,,
digestive system,digestive system process,GO:0022602,secretion,secretion,GO:0046903,gastric secretion,gastric acid secretion,GO:0001696,pepsinogen secretion and activation,protein digestion,GO:0044256,,,,,,,,,,,,,,Cholinergic stimulation is the dominant drive for pepsinogen release,cell,stomach,stomach,UBERON:0000945,chief cell,peptic cell,CL:0000155,acetylcholine,,,increases,X secretion,pepsinogen,,,,,,,,,,,minutes,paracrine,intra-organ,gastric pH,pH of Gastric fluid,LOINC:2749-0,serum pepsinogen I to II ratio,,,,,,,,,vagal parasympathetic input,,,gastric acid secretion,gastric acid secretion,GO:0001696,,,,,,,Yamada's Textbook of Gastroenterology,ISBN 9781119600206,"17, 21",,,,,,,,,,,,,,,,,,,,,,,
digestive system,digestive system process,GO:0022602,secretion,secretion,GO:0046903,gastric secretion,gastric acid secretion,GO:0001696,pepsinogen secretion and activation,protein digestion,GO:0044256,,,,,,,,,,,,,,Luminal acid converts pepsinogen to active pepsin,organ,stomach,stomach,UBERON:0000945,stomach,,,gastric acid,,,increases,X conversion to Y,pepsinogen,,,pepsin,,,,,,,autocatalytic below pH 5; pepsin is irreversibly inactivated above pH 7 in the duodenum,seconds-minutes,intra-organ,intra-organ,gastric pH,pH of Gastric fluid,LOINC:2749-0,serum pepsinogen I to II ratio,,,,,,,,,vagal parasympathetic input,,,gastric acid secretion,gastric acid secretion,GO:0001696,,,,,,,Yamada's Textbook of Gastroenterology,ISBN 9781119600206,"17, 21",,,,,,,,,,,,,,,,,,,,,,,
digestive system,digestive system process,GO:0022602,secretion,secretion,GO:0046903,gastric secretion,gastric acid secretion,GO:0001696,pepsinogen secretion and activation,protein digestion,GO:0044256,,,,,,,,,,,,,,Gastric lipase begins triglyceride hydrolysis before the duodenum,cell,stomach,stomach,UBERON:0000945,chief cell,peptic cell,CL:0000155,,,,does,X secretion,gastric lipase,,,,,,,,,,"accounts for 10-30% of triglyceride hydrolysis, more in pancreatic insufficiency",minutes,,intra-organ,fecal fat,Fat [Mass/time] in 72 hour Stool,LOINC:2271-5,,,,,,,,,,vagal parasympathetic input,,,gastric acid secretion,gastric acid secretion,GO:0001696,,,,,,,Yamada's Textbook of Gastroenterology,ISBN 9781119600206,"17, 21",,,,,,,,,,,,,,,,,,,,,,,
digestive system,digestive system process,GO:0022602,secretion,secretion,GO:0046903,pancreatic exocrine secretion,pancreatic juice secretion,GO:0030157,enzyme secretion,,,,,,,,,,,,,,,"proteases are stored and released as inactive precursors, with pancreatic secretory trypsin inhibitor as a second safeguard",Acinar cells release proteolytic zymogens into the acinar lumen,cell,pancreatic acinus,pancreatic acinus,UBERON:0001263,pancreatic acinar cell,pancreatic acinar cell,CL:0002064,,,,does,X secretion,zymogens,,,,,,,,,,"trypsinogen, chymotrypsinogen, proelastase and procarboxypeptidase; ~6-20 g protein secreted daily",minutes-hours,,intra-organ,serum amylase,Amylase [Enzymatic activity/volume] in Serum or Plasma,LOINC:1798-8,serum lipase,Lipase [Enzymatic activity/volume] in Serum or Plasma,LOINC:3040-3,fecal elastase,,,fecal fat,Fat [Mass/time] in 72 hour Stool,LOINC:2271-5,cholecystokinin,,,vagal parasympathetic input,,,somatostatin,somatostatin secretion,GO:0070253,secretin,,,Yamada's Textbook of Gastroenterology,ISBN 9781119600206,18,,,,,,,,,,,,,,,,,,,,,,,
digestive system,digestive system process,GO:0022602,secretion,secretion,GO:0046903,pancreatic exocrine secretion,pancreatic juice secretion,GO:0030157,enzyme secretion,,,,,,,,,,,,,,,,Acinar cells secrete alpha-amylase in fully active form,cell,pancreatic acinus,pancreatic acinus,UBERON:0001263,pancreatic acinar cell,pancreatic acinar cell,CL:0002064,,,,does,X secretion,pancreatic amylase,,,,,,,,,"[25, 125]",units = U/L serum amylase,minutes-hours,,intra-organ,serum amylase,Amylase [Enzymatic activity/volume] in Serum or Plasma,LOINC:1798-8,serum lipase,Lipase [Enzymatic activity/volume] in Serum or Plasma,LOINC:3040-3,fecal elastase,,,fecal fat,Fat [Mass/time] in 72 hour Stool,LOINC:2271-5,cholecystokinin,,,vagal parasympathetic input,,,somatostatin,somatostatin secretion,GO:0070253,secretin,,,Yamada's Textbook of Gastroenterology,ISBN 9781119600206,18,,,,,,,,,,,,,,,,,,,,,,,
digestive system,digestive system process,GO:0022602,secretion,secretion,GO:0046903,pancreatic exocrine secretion,pancreatic juice secretion,GO:0030157,enzyme secretion,,,,,,,,,,,,,,,,"Acinar cells secrete lipase, which requires colipase and bile salts to work at the micelle surface",cell,pancreatic acinus,pancreatic acinus,UBERON:0001263,pancreatic acinar cell,pancreatic acinar cell,CL:0002064,,,,does,X secretion,pancreatic lipase,,,,,,,,,"[10, 140]",units = U/L serum lipase; steatorrhoea appears only below ~10% of normal enzyme output,minutes-hours,,intra-organ,serum amylase,Amylase [Enzymatic activity/volume] in Serum or Plasma,LOINC:1798-8,serum lipase,Lipase [Enzymatic activity/volume] in Serum or Plasma,LOINC:3040-3,fecal elastase,,,fecal fat,Fat [Mass/time] in 72 hour Stool,LOINC:2271-5,cholecystokinin,,,vagal parasympathetic input,,,somatostatin,somatostatin secretion,GO:0070253,secretin,,,Yamada's Textbook of Gastroenterology,ISBN 9781119600206,18,,,,,,,,,,,,,,,,,,,,,,,
digestive system,digestive system process,GO:0022602,secretion,secretion,GO:0046903,pancreatic exocrine secretion,pancreatic juice secretion,GO:0030157,enzyme secretion,,,,,,,,,,,,,,,,CCK released by duodenal fat and protein drives the enzyme phase of pancreatic secretion,cell,pancreatic acinus,pancreatic acinus,UBERON:0001263,pancreatic acinar cell,pancreatic acinar cell,CL:0002064,cholecystokinin,,,increases,X secretion,zymogens,,,,,,,,,,"in humans largely indirect, through vagal afferent and enteropancreatic reflexes",minutes,circulatory,intra-organ,serum amylase,Amylase [Enzymatic activity/volume] in Serum or Plasma,LOINC:1798-8,serum lipase,Lipase [Enzymatic activity/volume] in Serum or Plasma,LOINC:3040-3,fecal elastase,,,fecal fat,Fat [Mass/time] in 72 hour Stool,LOINC:2271-5,cholecystokinin,,,vagal parasympathetic input,,,somatostatin,somatostatin secretion,GO:0070253,secretin,,,Yamada's Textbook of Gastroenterology,ISBN 9781119600206,18,,,,,,,,,,,,,,,,,,,,,,,
digestive system,digestive system process,GO:0022602,secretion,secretion,GO:0046903,pancreatic exocrine secretion,pancreatic juice secretion,GO:0030157,enzyme secretion,,,,,,,,,,,,,,,,Vagal cholinergic input stimulates and potentiates acinar exocytosis,cell,pancreatic acinus,pancreatic acinus,UBERON:0001263,pancreatic acinar cell,pancreatic acinar cell,CL:0002064,acetylcholine,,,increases,X secretion,zymogens,,,,,,,,,,,minutes,paracrine,intra-organ,serum amylase,Amylase [Enzymatic activity/volume] in Serum or Plasma,LOINC:1798-8,serum lipase,Lipase [Enzymatic activity/volume] in Serum or Plasma,LOINC:3040-3,fecal elastase,,,fecal fat,Fat [Mass/time] in 72 hour Stool,LOINC:2271-5,cholecystokinin,,,vagal parasympathetic input,,,somatostatin,somatostatin secretion,GO:0070253,secretin,,,Yamada's Textbook of Gastroenterology,ISBN 9781119600206,18,,,,,,,,,,,,,,,,,,,,,,,
digestive system,digestive system process,GO:0022602,secretion,secretion,GO:0046903,pancreatic exocrine secretion,pancreatic juice secretion,GO:0030157,enzyme secretion,,,,,,,,,,,,,,,,Somatostatin and pancreatic polypeptide restrain exocrine output,cell,pancreatic acinus,pancreatic acinus,UBERON:0001263,pancreatic acinar cell,pancreatic acinar cell,CL:0002064,somatostatin,,,decreases,X secretion,zymogens,,,,,,,,,,,minutes-hours,circulatory,intra-organ,serum amylase,Amylase [Enzymatic activity/volume] in Serum or Plasma,LOINC:1798-8,serum lipase,Lipase [Enzymatic activity/volume] in Serum or Plasma,LOINC:3040-3,fecal elastase,,,fecal fat,Fat [Mass/time] in 72 hour Stool,LOINC:2271-5,cholecystokinin,,,vagal parasympathetic input,,,somatostatin,somatostatin secretion,GO:0070253,secretin,,,Yamada's Textbook of Gastroenterology,ISBN 9781119600206,18,,,,,,,,,,,,,,,,,,,,,,,
digestive system,digestive system process,GO:0022602,secretion,secretion,GO:0046903,pancreatic exocrine secretion,pancreatic juice secretion,GO:0030157,ductal bicarbonate and fluid secretion,bicarbonate transport,GO:0015701,,,,,,,,,,,,,CFTR-dependent Cl- recycling drives apical SLC26 anion exchange; the intracellular cascade is summarised rather than given separate rows,Ductal cells secrete a bicarbonate-rich fluid that neutralises gastric acid in the duodenum,cell,pancreas,pancreas,UBERON:0001264,pancreatic ductal cell,pancreatic ductal cell,CL:0002079,,,,does,X secretion,bicarbonate,,,,,,,,,,pancreatic juice reaches 120-140 mEq/L HCO3-; total volume 1-2 L/day,minutes,,intra-organ,secretin stimulation test,,,duodenal pH,,,serum amylase,Amylase [Enzymatic activity/volume] in Serum or Plasma,LOINC:1798-8,,,,secretin,,,vagal parasympathetic input,,,cholecystokinin,,,,,,Yamada's Textbook of Gastroenterology,ISBN 9781119600206,18,,,,,,,,,,,,,,,,,,,,,,,
digestive system,digestive system process,GO:0022602,secretion,secretion,GO:0046903,pancreatic exocrine secretion,pancreatic juice secretion,GO:0030157,ductal bicarbonate and fluid secretion,bicarbonate transport,GO:0015701,,,,,,,,,,,,,,Secretin is the principal stimulus for ductal bicarbonate secretion,cell,pancreas,pancreas,UBERON:0001264,pancreatic ductal cell,pancreatic ductal cell,CL:0002079,secretin,,,increases,X secretion,bicarbonate,,,,,,,,,,,minutes,circulatory,intra-organ,secretin stimulation test,,,duodenal pH,,,serum amylase,Amylase [Enzymatic activity/volume] in Serum or Plasma,LOINC:1798-8,,,,secretin,,,vagal parasympathetic input,,,cholecystokinin,,,,,,Yamada's Textbook of Gastroenterology,ISBN 9781119600206,18,,,,,,,,,,,,,,,,,,,,,,,
digestive system,digestive system process,GO:0022602,secretion,secretion,GO:0046903,pancreatic exocrine secretion,pancreatic juice secretion,GO:0030157,ductal bicarbonate and fluid secretion,bicarbonate transport,GO:0015701,,,,,,,,,,,,,,Apical CFTR provides the chloride conductance that sustains anion exchange,cell,pancreas,pancreas,UBERON:0001264,pancreatic ductal cell,pancreatic ductal cell,CL:0002079,,,,does,X secretion,chloride,,,,,,,,,,"CFTR-mediated; loss of CFTR produces the thick, protein-obstructed secretions of cystic fibrosis",seconds-minutes,,intra-organ,secretin stimulation test,,,duodenal pH,,,serum amylase,Amylase [Enzymatic activity/volume] in Serum or Plasma,LOINC:1798-8,,,,secretin,,,vagal parasympathetic input,,,cholecystokinin,,,,,,Yamada's Textbook of Gastroenterology,ISBN 9781119600206,18,,,,,,,,,,,,,,,,,,,,,,,
digestive system,digestive system process,GO:0022602,secretion,secretion,GO:0046903,pancreatic exocrine secretion,pancreatic juice secretion,GO:0030157,ductal bicarbonate and fluid secretion,bicarbonate transport,GO:0015701,,,,,,,,,,,,,,Water follows ductal anion secretion osmotically,cell,pancreas,pancreas,UBERON:0001264,pancreatic ductal cell,pancreatic ductal cell,CL:0002079,,,,does,X secretion,water,,,,,,,,,,osmotically coupled to anion secretion; flushes zymogens down the duct,seconds-minutes,,intra-organ,secretin stimulation test,,,duodenal pH,,,serum amylase,Amylase [Enzymatic activity/volume] in Serum or Plasma,LOINC:1798-8,,,,secretin,,,vagal parasympathetic input,,,cholecystokinin,,,,,,Yamada's Textbook of Gastroenterology,ISBN 9781119600206,18,,,,,,,,,,,,,,,,,,,,,,,
digestive system,digestive system process,GO:0022602,secretion,secretion,GO:0046903,enteroendocrine signalling,digestive hormone activity,GO:0046659,duodenal hormone release,,,,,,,,,,,,,,,,Duodenal S cells release secretin in response to luminal acid,cell,duodenum,duodenum,UBERON:0002114,S cell,type S enteroendocrine cell,CL:0002281,,,,does,X secretion,secretin,,,,,,,,,"[12, 75]",units = pg/mL; release triggered when duodenal pH falls below about 4.5,minutes,,circulatory,duodenal pH,,,serum lipase,Lipase [Enzymatic activity/volume] in Serum or Plasma,LOINC:3040-3,gastric emptying scintigraphy,,,,,,pancreatic exocrine function,pancreatic juice secretion,GO:0030157,gallbladder emptying,,,vagal parasympathetic input,,,,,,Yamada's Textbook of Gastroenterology,ISBN 9781119600206,18,,,,,,,,,,,,,,,,,,,,,,,
digestive system,digestive system process,GO:0022602,secretion,secretion,GO:0046903,enteroendocrine signalling,digestive hormone activity,GO:0046659,duodenal hormone release,,,,,,,,,,,,,,,,Acidification of the duodenal lumen is the physiological stimulus for secretin release,cell,duodenum,duodenum,UBERON:0002114,S cell,type S enteroendocrine cell,CL:0002281,luminal hydrogen ion,,,increases,X secretion,secretin,,,,,,,,,,,minutes,intra-organ,circulatory,duodenal pH,,,serum lipase,Lipase [Enzymatic activity/volume] in Serum or Plasma,LOINC:3040-3,gastric emptying scintigraphy,,,,,,pancreatic exocrine function,pancreatic juice secretion,GO:0030157,gallbladder emptying,,,vagal parasympathetic input,,,,,,Yamada's Textbook of Gastroenterology,ISBN 9781119600206,18,,,,,,,,,,,,,,,,,,,,,,,
digestive system,digestive system process,GO:0022602,secretion,secretion,GO:0046903,enteroendocrine signalling,digestive hormone activity,GO:0046659,duodenal hormone release,,,,,,,,,,,,,,,,Duodenal I cells release CCK into the circulation,cell,duodenum,duodenum,UBERON:0002114,I cell,type I enteroendocrine cell,CL:0002277,,,,does,X secretion,cholecystokinin,,,,,,,,,"[0, 80]",units = pg/mL,minutes,,circulatory,duodenal pH,,,serum lipase,Lipase [Enzymatic activity/volume] in Serum or Plasma,LOINC:3040-3,gastric emptying scintigraphy,,,,,,pancreatic exocrine function,pancreatic juice secretion,GO:0030157,gallbladder emptying,,,vagal parasympathetic input,,,,,,Yamada's Textbook of Gastroenterology,ISBN 9781119600206,18,,,,,,,,,,,,,,,,,,,,,,,
digestive system,digestive system process,GO:0022602,secretion,secretion,GO:0046903,enteroendocrine signalling,digestive hormone activity,GO:0046659,duodenal hormone release,,,,,,,,,,,,,,,,Luminal fat and protein digestion products stimulate CCK release,cell,duodenum,duodenum,UBERON:0002114,I cell,type I enteroendocrine cell,CL:0002277,luminal fatty acids and amino acids,,,increases,X secretion,cholecystokinin,,,,,,,,,,long-chain fatty acids and aromatic amino acids are the strongest stimuli,minutes,intra-organ,circulatory,duodenal pH,,,serum lipase,Lipase [Enzymatic activity/volume] in Serum or Plasma,LOINC:3040-3,gastric emptying scintigraphy,,,,,,pancreatic exocrine function,pancreatic juice secretion,GO:0030157,gallbladder emptying,,,vagal parasympathetic input,,,,,,Yamada's Textbook of Gastroenterology,ISBN 9781119600206,18,,,,,,,,,,,,,,,,,,,,,,,
digestive system,digestive system process,GO:0022602,secretion,secretion,GO:0046903,enteroendocrine signalling,digestive hormone activity,GO:0046659,duodenal hormone release,,,,,,,,,,,,,,,,Duodenal and jejunal K cells release GIP after a mixed meal,cell,duodenum,duodenum,UBERON:0002114,K cell,GIP cell,CL:0002278,,,,does,X secretion,glucose-dependent insulinotropic peptide,,,,,,,,,,an incretin: potentiates insulin release only when glucose is elevated,minutes,,circulatory,plasma glucose,Glucose [Mass/volume] in Serum or Plasma,LOINC:2345-7,,,,,,,,,,pancreatic exocrine function,pancreatic juice secretion,GO:0030157,gallbladder emptying,,,vagal parasympathetic input,,,,,,Yamada's Textbook of Gastroenterology,ISBN 9781119600206,18,,,,,,,,,,,,,,,,,,,,,,,
digestive system,digestive system process,GO:0022602,secretion,secretion,GO:0046903,enteroendocrine signalling,digestive hormone activity,GO:0046659,duodenal hormone release,,,,,,,,,,,,,,,,Duodenal Mo cells release motilin between meals,cell,duodenum,duodenum,UBERON:0002114,Mo cell,,,,,,does,X secretion,motilin,,,,,,,,,,"released cyclically in the fasted state, in phase with the migrating motor complex",minutes,,circulatory,duodenal pH,,,serum lipase,Lipase [Enzymatic activity/volume] in Serum or Plasma,LOINC:3040-3,gastric emptying scintigraphy,,,,,,pancreatic exocrine function,pancreatic juice secretion,GO:0030157,gallbladder emptying,,,vagal parasympathetic input,,,,,,Yamada's Textbook of Gastroenterology,ISBN 9781119600206,18,,,,,,,,,,,,,,,,,,,,,,,
digestive system,digestive system process,GO:0022602,secretion,secretion,GO:0046903,enteroendocrine signalling,digestive hormone activity,GO:0046659,duodenal hormone release,,,,,,,,,,,,,,,,Enterochromaffin cells release serotonin onto vagal and enteric afferents,cell,intestine,intestine,UBERON:0000160,enterochromaffin cell,,,,,,does,X secretion,serotonin,,,,,,,,,,the gut holds about 90% of total body serotonin,seconds-minutes,,paracrine,duodenal pH,,,serum lipase,Lipase [Enzymatic activity/volume] in Serum or Plasma,LOINC:3040-3,gastric emptying scintigraphy,,,,,,pancreatic exocrine function,pancreatic juice secretion,GO:0030157,gallbladder emptying,,,vagal parasympathetic input,,,,,,Yamada's Textbook of Gastroenterology,ISBN 9781119600206,18,,,,,,,,,,,,,,,,,,,,,,,
